date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2020-01-02,4.0756345,4.2796063,3.8602245,4.1271,99677827.0,GOODY,4.1271,4.0756345,4.2796063,3.8602245,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,-0.009231663880206464,0,0,0.12471226769402222,1,1,0.18938237503331612,1,1,-0.21707736667393585,0,-1,0.1547333478713866,1,1,0.36490513920186074,1,1
2020-01-03,4.0546656,4.2510123,3.8888185,3.946,49752287.0,GOODY,3.946,4.0546656,4.2510123,3.8888185,0,-0.04388069104213621,,,,,,,,,,-0.014446723646723392,-0.0028893447293446787,-0.011557378917378713,,,-49752287.0,0.028991383679675575,1,1,0.1473390775468828,1,1,0.1956664977192093,1,1,-0.1835783071464775,0,-1,0.23672072985301562,1,1,0.43960973137354276,1,1
2020-01-06,3.822099,3.9269443,3.736316,3.7649,29313616.0,GOODY,3.7649,3.822099,3.9269443,3.736316,0,-0.045894576786619456,,,,,,,,,,-0.0400474703939091,-0.010320969862257563,-0.029726500531651538,,,-79065903.0,0.07848814045525776,1,1,0.23798772875773588,1,1,0.2278413769290022,1,1,-0.15190310499614856,0,-1,0.28861324337963823,1,1,0.47594889638503024,1,1
2020-01-07,3.8602245,3.8983502,3.83163,3.8602,19958378.0,GOODY,3.8602,3.8602245,3.8983502,3.83163,0,0.025312757310951062,,,,,,,,,,-0.05204637487795605,-0.01866605086539726,-0.03338032401255879,,,-59107525.0,0.06668048287653505,1,1,0.25926117817729644,1,1,0.11605616289311449,1,1,-0.11851717527589245,0,-1,0.24939122325268115,1,1,0.4197709963214342,1,1
2020-01-08,3.8487868,3.9936643,3.7172532,3.9365,34540581.82,GOODY,3.9365,3.8487868,3.9936643,3.7172532,0,0.019765815242733575,,,,,,,,,,-0.054767495201605954,-0.025886339732639,-0.028881155468966954,,,-24566943.18,0.036301282865489615,1,1,0.23970532198653616,1,1,0.1258986409246794,1,1,-0.1210720182903594,0,-1,0.24938397053219852,1,1,0.29538930522037354,1,1
2020-01-09,4.0784936,4.136636,4.03179,4.0985,33501776.12,GOODY,4.0985,4.0784936,4.136636,4.03179,0,0.0411533087768321,-0.0069298054323861935,,,,,,,,,-0.04335221915658316,-0.029379515617427833,-0.013972703539155328,,,8934832.940000001,-0.006978162742466765,0,0,0.17674759058192024,1,1,0.10464804196657318,1,1,-0.1186043674515066,0,-1,0.17674759058192024,1,1,0.3325606929364402,1,1
2020-01-10,4.118526,4.146167,4.0699153,4.089,27771817.0,GOODY,4.089,4.118526,4.146167,4.0699153,0,-0.0023179211906793062,0.03623922959959458,,,,,,,,,-0.03467241918790087,-0.030438096331522443,-0.004234322856378429,,,-18836984.06,-0.0023477622890684113,0,0,0.19811689899730967,1,1,0.11887992174125683,1,1,-0.10723893372462712,0,-1,0.18415260454878912,1,1,0.3239911958914159,1,1
2020-01-13,4.150933,4.1842923,4.117573,4.1366,26671440.0,GOODY,4.1366,4.150933,4.1842923,4.117573,0,0.011640988016629716,0.09872772185184187,,,,,,,,,-0.023679727825681063,-0.02908642263035417,0.005406694804673106,,,7834455.940000001,0.023038243968476646,1,1,0.17511966349175667,1,1,0.05760769714258096,1,1,-0.08755983174587822,0,-1,0.13825363825363834,1,1,0.35485664555432006,1,1
2020-01-14,4.1919174,4.260544,4.127104,4.2224,38326357.0,GOODY,4.2224,4.1919174,4.260544,4.127104,0,0.020741671904462855,0.09382933526760295,,,,,,,,,-0.007952921455558482,-0.024859722395395033,0.016906800939836552,,,46160812.94,0.03386699507389168,1,1,0.15351458885941627,1,1,-0.013546798029556828,0,0,-0.06321049640015175,0,-1,0.10385089048882135,1,1,0.3024820007578628,1,1
2020-01-15,4.190964,4.2510123,4.146167,4.1557,20072811.0,GOODY,4.1557,4.190964,4.2510123,4.146167,0,-0.01579670329670324,0.055683983233837164,,,,,,,,,-0.000861515650412592,-0.02006008104639855,0.019198565395985957,,,26088001.939999998,0.07567918762182058,1,1,0.16514666602497763,1,1,0.032100488485694356,1,1,-0.08944341506846032,0,-1,0.1284500806121711,1,1,0.32110113819573094,1,1
