date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass,y_triple_20d
2020-01-02,3.5693512,3.6375554,3.4688034,3.586,196706571.0,TRALT,17.076190476190476,16.996910476190475,17.32169238095238,16.51811142857143,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,-0.007836029001673017,0,0,0.047713329615170164,1,1,0.01765197992191858,1,0,-0.19085331846068032,0,-1,-0.03332403792526495,0,-1,0.06731734523145572,1,1,1.0
2020-01-03,3.6138833,3.6492748,3.567242,3.5766,141455184.0,TRALT,17.031428571428574,17.208968095238095,17.37749904761905,16.986866666666668,0,-0.002621305075292679,,,,,,,,,,-0.0035707502374187072,-0.0007141500474837415,-0.0028566001899349657,,,-141455184.0,0.0006710283509476778,1,0,0.029497287927081395,1,1,0.0485097578706033,1,1,-0.19004082089134944,0,-1,-0.028826259576133828,0,-1,0.09763462506290876,1,1,1.0
2020-01-06,3.7176194,3.7828705,3.5766172,3.743,244500291.0,TRALT,17.823809523809523,17.702949523809522,18.013669047619047,17.031510476190476,0,0.046524632332382465,,,,,,,,,,0.056882222276328775,0.010805124417278761,0.046077097859050016,,,103045107.0,-0.01691156826075335,0,0,-0.01878172588832483,0,0,0.0018968741651084198,1,0,-0.23168581351856798,0,-1,-0.06198236708522553,0,-1,0.056986374565856535,1,1,0.0
2020-01-07,3.7283542,3.7688076,3.665681,3.7524,147081786.0,TRALT,17.86857142857143,17.75406761904762,17.94670285714286,17.45562380952381,0,0.0025113545284531913,,,,,,,,,,0.1071681820641075,0.03007773594664451,0.07709044611746299,,,250126893.0,-0.019374267135699785,0,0,-0.028115339516042948,0,-1,0.024357744376932056,1,1,-0.2623387698539602,0,-1,-0.06182709732437908,0,-1,0.034351348470312404,1,1,0.0
2020-01-08,3.7488854,3.7992768,3.7031817,3.7196,125108941.75,TRALT,17.71238095238095,17.851835238095237,18.091794285714286,17.634198571428573,0,-0.008741072380343384,,,,,,,,,,0.13288508485626593,0.050639205728568795,0.08224587912769714,,,125017951.25,0.010700075276911747,1,0,-0.025217765351112975,0,-1,-0.013872459404236759,0,0,-0.244488654694053,0,-1,-0.05608129906441528,0,-1,0.06049037530917323,1,1,0.0
2020-01-09,3.748651,3.7969334,3.6750565,3.7149,266810983.0,TRALT,17.69,17.850719047619048,18.080635238095237,17.50026904761905,0,-0.0012635767286803823,0.03594534300055785,,,,,,,,,0.1497339203598358,0.0704581486548222,0.0792757717050136,,,-141793031.75,0.010713612748660672,1,0,-0.019569840372553937,0,0,0.038493633745188216,1,1,-0.2485935018439258,0,-1,-0.0637163853670355,0,-1,0.06056690624242922,1,1,0.0
2020-01-10,3.6862595,3.7359946,3.6305244,3.6376,98915497.0,TRALT,17.32190476190476,17.553616666666667,17.79045047619048,17.28821142857143,0,-0.02080809712239906,0.017055303919923714,,,,,,,,,0.13186448279680008,0.08273941548321778,0.049125067313582294,,,-240708528.75,0.03285133054761391,1,1,-0.032219045524521595,0,-1,0.08827248735429971,1,1,-0.1894380910490433,0,-1,-0.05154497470859909,0,-1,0.10759841653837698,1,1,0.0
2020-01-13,3.6600091,3.7031817,3.6141176,3.6469,136605429.0,TRALT,17.36619047619048,17.42861476190476,17.634198571428573,17.210083809523812,0,0.002556630745546684,-0.025674592572802357,,,,,,,,,0.11989424558591466,0.09017038150375717,0.029723864082157492,,,-104103099.75,0.03471441498258776,1,1,-0.02311552277276585,0,-1,0.05914612410540454,1,1,-0.18892758233019835,0,-1,-0.05396364035208001,0,-1,0.06427376676081042,1,1,0.0
2020-01-14,3.618384,3.6774,3.5836484,3.5977,110895579.0,TRALT,17.131904761904764,17.2304,17.51142857142857,17.064992380952383,0,-0.013490910088019947,-0.0412269480865578,,,,,,,,,0.09046007973025283,0.0902283211490563,0.00023175858119653392,,,-214998678.75,0.02607221280262384,1,1,-0.015621091252744912,0,0,0.06579203379937182,1,1,-0.17197098146037748,0,-1,-0.025405119937738196,0,-1,0.05667509797926451,1,1,0.0
2020-01-15,3.6465092,3.6891189,3.6164618,3.6352,124774002.0,TRALT,17.31047619047619,17.364329523809523,17.56723285714286,17.22124666666667,0,0.010423326013841994,-0.022690611893751877,,,,,,,,,0.08061325372105443,0.08830530766345593,-0.007692053942401494,,,-90224676.75,0.007729973591549255,1,0,0.005804357394366244,1,0,0.028361575704225483,1,1,-0.1482999559859156,0,-1,-0.04448173415492951,0,-1,0.06640625,1,1,1.0
